question stem,option A,option B,option C,option D,option A feedback,option B feedback,option C feedback,option D feedback,correct answer,data content ID,question nickname
"Terence looked down the second column of the table below and noticed that \(\frac{3}{1}=\frac{9}{3}=\frac{27}{9}=\frac{81}{27}\). Because of his observation, he claimed that the input-output pairs in this table could be modeled with an exponential function. Explain why Terence is correct or incorrect.\(x\)\(T(x)\)01134913274081",Terence is correct. Terms in a table that are connected by a factor are exponential.,Terence is correct. This table can be modeled by \(y=1(3)^x\).,Terence is incorrect. This table represents points that do not have an exponential or linear relationship because the \(x\) and \(y\) change by different amounts.,Terence is incorrect. This table represents a linear relationship since the ratio of change of each row is consistent.,"Incorrect. Let's try again a different way: Terms in an exponential table are connected by a factor, but the terms are not consecutive. If you look at this table, the \(x\)-values are not increasing by 1. The answer is Terence is incorrect. This table represents a linear relationship since the ratio of change of each row is consistent.",Incorrect. Let's try again a different way: This table would be represented by this equation if the terms were consecutive. The \(x\)-values are not increasing by 1 each time. The answer is Terence is incorrect. This table represents a linear relationship since the ratio of change of each row is consistent.,"Incorrect. Let's try again a different way: The table represents a linear relationship, not an exponential relationship. The answer is Terence is incorrect. This table represents a linear relationship since the ratio of change of each row is consistent.","That's correct! Check yourself: Since the \(x\)-values are not increasing by 1 each time, you need to check the ratio of the rate of change. Since \(\frac{2}{1}=\frac{6}{3}=\frac{18}{9}=\frac{54}{27}\), this is a linear relationship.",D,4f3b1e32-4c0c-4ad9-a4a8-2925a20aeb48,Alg1_5_14_3_SC
Here is a graph of \(y= f(x)\) where \(f(x) = 3x+2\).How do the values of \(f\) change whenever \(x\) increases by 2?,The values of \(f\) increase by 2 whenever \(x\) increases by 2.,The values of \(f\) increase by 3 whenever \(x\) increases by 2.,The values of \(f\) increase by 6 whenever \(x\) increases by 2.,The values of \(f\) increase by 1 whenever \(x\) increases by 2.,"Incorrect. Let's try again a different way: The points \((0,2)\) and \((2, 8)\) are points where \(x\) has increased by 2, and \(f\) increases by 6. The answer is: The values of \(f\) increase by 6 whenever \(x\) increases by 2.",Incorrect. Let's try again a different way: The value of \(f\) increases by 3 whenever \(x\) increases by 1. The answer is: The values of \(f\) increase by 6 whenever \(x\) increases by 2.,"That's correct! Check yourself: The points \((0,2)\) and \((2, 8)\) are points where \(x\) has increased by 2, and \(f\) increases by 6.",Incorrect. Let's try again a different way: The values of \(f\) are also the \(y\) or output values. The values of \(f\) increase by 2 whenever \(x\) increases by 1. The answer is: The values of \(f\) increase by 6 whenever \(x\) increases by 2.,C,96f2ec8b-0c60-4761-a1dd-212585ade515,Alg1_5_15_2_SC
"Given \(f(x) = 4^x\), what is \(\frac{f(x+2)}{f(x+1)}\)?",2,4,There is not enough information to tell.,16,"Incorrect. Let's try again a different way: In this expression, you do not cancel out the \(f\) and \(x\). It's function notation. The answer is 4.","That's correct! Check yourself: When you divide consecutive terms of exponential functions, the solution will be the growth rate.",Incorrect. Let's try again a different way: You can always substitute numbers in when using function notation. The answer is 4.,Incorrect. Let's try again a different way: This is the value of \(\frac{f(x+2)}{f(x)}\). Find the value of \(\frac{f(x+2)}{f(x+1)}\). The answer is 4.,B,ad743c4f-3992-477f-a284-d8076d69211c,Alg1_5_15_3_SC
Find the sum.\((14y^2+6y-4)+(3y^2+8y+5)\),\(17y^2+14y+1\),\(11y^2-2y-9\),\(17y^2+14y-9\),\(11y^2+14y+1\),"That's correct! Check yourself: By combining like terms, you can add the polynomials.",Incorrect. Let's try again a different way: You need to add the polynomials instead of subtracting them. The answer is \(17y^2+14y+1\).,Incorrect. Let's try again a different way: Check the constants that you added. The answer is \(17y^2+14y+1\).,Incorrect. Let's try again a different way: Check your addition on the terms to the second degree. The answer is \(17y^2+14y+1\).,A,99bcf8c5-69af-4a82-aced-7e60b82192e1,Alg1_6_1_2_SC
"For the function \(g(x) = 5x^2 - 8x + 4\), find \(g(-3)\).",\(-17\),\(13\),\(25\),\(73\),"Incorrect. Let's try again a different way: When you squared -3 in the first term, did you get 9? The answer is \(g(-3) = 5(-3)^2 - 8(-3) + 4 = 5(9) + 24 + 4 = 73\).",Incorrect. Let's try again a different way: Did you square -3 in the first term? The answer is \(g(-3) = 5(-3)^2 - 8(-3) + 4 = 5(9) + 24 + 4 = 73\).,Incorrect. Let's try again a different way: Did you substitute -3 into the function? The answer is \(g(-3) = 5(-3)^2 - 8(-3) + 4 = 5(9) + 24 + 4 = 73\).,That's correct! Check yourself: \(g(-3) = 5(-3)^2 - 8(-3) + 4 = 5(9) + 24 + 4 = 73\).,D,62a98198-dd74-4f0b-aac9-ed2f287796a0,Alg1_6_1_3_SC
"For functions \(f(x)=5x^2-4x-1\) and \(g(x)=x^2+3x+8\), find:\((f+g)(x) =\) _______\((f+g)(5) =\) _______",\((f+g)(x) = 4x^2-x+7\)\((f+g)(5) = 102\),\((f+g)(x) = 6x^2-x+7\)\((f+g)(5) = 152\),\((f+g)(x) = 4x^2-7x-9\)\((f+g)(5) = 56\),\((f+g)(x) = 6x^2-x+7\)\((f+g)(5) = 32\),Incorrect. Let's try again a different way: Check your operations when finding \((f+g)(x)\). The answer is \((f+g)(x) = 6x^2-x+7\) and \((f+g)(5) = 152\).,That's correct! Check yourself: \((f+g)(x) = 5x^2-4x-1 + x^2+3x+8 = 6x^2-x+7\). Substitute 5 for \(x\) to find \((f+g)(5)\). \((f+g)(5) = 6(5)^2-(5)+7 = 150-5+7 = 152\).,Incorrect. Let's try again a different way: Did you find \((f-g)(x)\)? You need to find \((f+g)(x)\). The answer is \((f+g)(x) = 6x^2-x+7\) and \((f+g)(5) = 152\).,Incorrect. Let's try again a different way: Did you square 5 in the first term when finding \((f+g)(5)\)? The answer is \((f+g)(x) = 6x^2-x+7\) and \((f+g)(5) = 152\).,B,b3bf9739-8326-4b99-937e-09c5c5098a4c,Alg1_6_1_4_SC
Multiply the binomials.\((5y+2)(6y-3)\),\(30y^2-3y-6\),\(27y-6\),\(30y^2-27y-6\),\(30y^2+3y+6\),That's correct! Check yourself: Confirm your solution by multiplying the binomials a different way. You should find the same solution.,Incorrect. Let's try again a different way: Did you multiply the first two terms together to get \(30y^2\)? The answer is \(30y^2-3y-6\).,Incorrect. Let's try again a different way: Did you use the correct signs when multiplying in each step? The answer is \(30y^2-3y-6\).,Incorrect. Let's try again a different way: Did you use the correct signs when combining like terms? The answer is \(30y^2-3y-6\).,A,46281d14-62e5-453f-b186-abe859e4acac,Alg1_6_2_2_SC
Multiply.\((d+4)(2d^2-3d+5)\),\(2d^3-11d^2-17d+20\),\(2d^3+5d^2-7d+20\),\(2d^3-3d^2+5d\),\(8d^2-12d+20\),Incorrect. Let's try again a different way: Check the signs of the terms you found when multiplying and combining terms. The answer is \(2d^3+5d^2-7d+20\).,That's correct! Check yourself: Use the Distributive Property or Vertical Alignment to check your work.,Incorrect. Let's try again a different way: This is only \((d)(2d^2-3d+5)\). Multiply \(2d^2-3d+5\) by 4 and combine like terms of both parts. The answer is \(2d^3+5d^2-7d+20\).,Incorrect. Let's try again a different way: This is only \((4)(2d^2-3d+5)\). Multiply \(2d^2-3d+5\) by \(d\) and combine like terms of both parts. The answer is \(2d^3+5d^2-7d+20\).,B,b7fe9363-931d-49c5-9b88-75a68846c92e,Alg1_6_2_3_SC
Multiply.\((3f - 6g)^2\),\(9f^2-18fg+36g^2\),\(9f^2-36fg+36g^2\),\(9f^2-36fg-36g^2\),\(9f^2+36g^2\),Incorrect. Let's try again a different way: You must multiply the middle term by 2. The correct form for the product of a binomial square is \((a - b)^2 = a^2-2ab+b^2\). The answer is \(9f^2-36fg+36g^2\).,That's correct! Check yourself: The correct form for the product of a binomial square is \((a - b)^2 = a^2-2ab+b^2\).,Incorrect. Let's try again a different way: Check the sign on the last term. The correct form for the product of a binomial square is \((a - b)^2 = a^2-2ab+b^2\). The answer is \(9f^2-36fg+36g^2\).,Incorrect. Let's try again a different way: The middle term is missing. The correct form for the product of a binomial square is \((a - b)^2 = a^2-2ab+b^2\). The answer is \(9f^2-36fg+36g^2\).,B,fb8b54e4-5b66-4352-a718-696b128030bb,Alg1_6_2_4_SC
Find the quotient: \((3x^3-19x^2-9x-35) \div (x-7)\).,\(3x^2+40x+5\),\(3x^2+2x+5\),\(3x^2+2x-23\),\(x^2+2x+5\),Incorrect. Let's try again a different way: Check the second term in your long division. Did you make a mistake with a sign? The answer is \(3x^2+2x+5\).,That's correct! Check yourself: Multiply \((x-7)(3x^2+2x+5)\). The product is \(3x^3-19x^2-9x-35\).,Incorrect. Let's try again a different way: Check the third term in your long division. Did you make a mistake with a sign? The answer is \(3x^2+2x+5\).,Incorrect. Let's try again a different way: Check the first term in your long division. The answer is \(3x^2+2x+5\).,B,90b1f466-3e95-4af4-818b-a7f9e0c5ae75,Alg1_6_3_2_SC
Use synthetic division to find the quotient and remainder when \(x^4+x^2+6x-10\) is divided by \(x + 2\).,\(x^3-x^2+8x\); remainder of \(26\),\(x^3-2x^2+5x-4\); remainder of \(0\),\(x^3-2x^2+5x-4\); remainder of \(2\),\(x^3-2x^2+5x-4\); remainder of \(-2\),Incorrect. Let's try again a different way: Remember to use \(0x^3\) as a placeholder in the dividend. The answer is \(x^3-2x^2+5x-4\); remainder of \(-2\).,Incorrect. Let's try again a different way: Check your calculation on the remainder. The answer is \(x^3-2x^2+5x-4\); remainder of \(-2\).,Incorrect. Let's try again a different way: Check your calculation on the remainder. The answer is \(x^3-2x^2+5x-4\); remainder of \(-2\).,"That's correct! Check yourself: Multiply \((x^3-2x^2+5x-4)(x+2)\) and add \(-2\). Since this equals \(x^4+x^2+6x-10\), it is correct.",D,4c29f65c-f2fa-4c97-91c5-8b0d4b5d21d2,Alg1_6_3_3_SC
For functions \(f(x)=x^3+2x^2-19x+12\) and \(g(x)=x-3\):Find \((\frac{f}{g})(x)\) and \((\frac{f}{g})(0)\).,\((\frac{f}{g})(x)=x^2+5x-4\)\((\frac{f}{g})(0)=-4\),\((\frac{f}{g})(x)=x^2+5x-4\)\((\frac{f}{g})(0)=12\),\((\frac{f}{g})(x)=x^2+5x+4\)\((\frac{f}{g})(0)=4\),\((\frac{f}{g})(x)=x^2-5x+4\)\((\frac{f}{g})(0)=-4\),That's correct! Check yourself: Multiply \((x^2+5x-4)(x-3)\) to get \(x^3+2x^2-19x+12\). The answer is correct.,Incorrect. Let's try again a different way: Check the value you found for \((\frac{f}{g})(0)\). You found \(f(0)\). The answer is \((\frac{f}{g})(x)=x^2+5x-4\) and \((\frac{f}{g})(0)=-4\).,Incorrect. Let's try again a different way: Check the signs in your division. The answer is \((\frac{f}{g})(x)=x^2+5x-4\) and \((\frac{f}{g})(0)=-4\).,Incorrect. Let's try again a different way: Check the signs in your division. The answer is \((\frac{f}{g})(x)=x^2+5x-4\) and \((\frac{f}{g})(0)=-4\).,A,c1e1d253-e1f9-4e88-aec3-1bd47fcbad69,Alg1_6_3_4_SC
"Find the greatest common factor of \(25m^4, 35m^3, 20m^2\).",\(10m^2\),\(5m\),\(5m^2\),\(10m\),"Incorrect. Let's try again a different way: Each expression does not share the factor 2, so the GCF cannot include 10. The answer is \(5m^2\).","Incorrect. Let's try again a different way: Each expression has at least two factors of \(m\), so the GCF will have \(m^2\). The answer is \(5m^2\).",That's correct! Check yourself: All of these expressions share the factors \(5 \cdot m \cdot m\).,"Incorrect. Let's try again a different way: Each expression does not share the factor 2, so the GCF cannot include 10. Each expression has at least two factors of \(m\), so the GCF will have \(m^2\). The answer is \(5m^2\).",C,1be178d1-7610-4df3-9a5d-3ecbd094b511,Alg1_6_4_2_SC
Factor: \(8a^3b + 2a^2b^2 − 6ab^3\).,\(-2ab(4a^2 + ab - 3b^2)\),\(ab(8a^2 + 2ab - 6b^2)\),\(2b(4a^3 + a^2b - 3ab^2)\),\(2ab(4a^2 + ab - 3b^2)\),Incorrect. Let's try again a different way: You should not have factored out a negative sign in the GCF. The correct answer is \(2ab(4a^2 + ab - 3b^2)\).,Incorrect. Let's try again a different way: The GCF you found is missing the factor 2. The correct answer is \(2ab(4a^2 + ab - 3b^2)\).,Incorrect. Let's try again a different way: The GCF you found is missing the factor \(a\). The correct answer is \(2ab(4a^2 + ab - 3b^2)\).,"That's correct! Check yourself: Multiply \((2ab)(4a^2 + ab - 3b^2)\) to see if it equals \(8a^3b + 2a^2b^2 - 6ab^3\). Since it does, the answer is correct.",D,319e4b7d-7d59-4774-b7df-bf6e077d5b33,Alg1_6_4_3_SC
